Acronyme PEPR,projet,laboratoire,Type_Data,Email_Contact,Nom_Contact,Prenom_Contact,Fonction,Libellé structure,Sigle structure,Adresse,Latitude,Longitude,Domaines scientifiques,Discipline ERC
FairCarboN,RIFT,AMAP,Labo,,,,,BotAnique et Modélisation de l'Architecture des Plantes et des Végétations,AMAP,CIRAD Bd de la Lironde 34398 MONTPELLIER CEDEX 5,43.663631,3.8459387,10-Sciences agronomiques et écologiques                                                                9-Sciences et technologies de l'information et de la communication,"PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
FairCarboN,SLAM-B,AMAP,Labo,,,,,BotAnique et Modélisation de l'Architecture des Plantes et des Végétations,AMAP,"Parc Scientifique Agropolis, 2196 Bd de la Lironde, 34980 Montferrier-sur-Lez",43.6516326,3.8635533,10-Sciences agronomiques et écologiques                                                                9-Sciences et technologies de l'information et de la communication,"PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
FairCarboN,TROPECOS,AMAP,Labo,,,,,BotAnique et Modélisation de l'Architecture des Plantes et des Végétations,AMAP,"Parc Scientifique Agropolis, 2196 Bd de la Lironde, 34980 Montferrier-sur-Lez",43.6516326,3.8635533,10-Sciences agronomiques et écologiques                                                                9-Sciences et technologies de l'information et de la communication,"PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
FairCarboN,SLAM-B,ASTRO,Labo,,,,,Agrosystèmes tropicaux,ASTRO,INRA Domaine Duclos Petit-Bourg F-97170 Guadeloupe,16.201713362352596,-61.664843,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,SLAM-B,BAGAP,Labo,,,,,Biodiversité agroécologie et aménagement du paysage,BAGAP,65 rue de Saint-Brieuc 35042 Rennes,48.1136828,-1.7062092,10-Sciences agronomiques et écologiques,
FairCarboN,ALAMOD,BEF,Labo,,,,,Biogéochimie des Ecosystèmes Forestiers,BEF,INRA Champenoux-54280-Champenoux,48.744439,6.348987,10-Sciences agronomiques et écologiques,
FairCarboN,CANETE,BEF,Labo,,,,,Biogéochimie des Ecosystèmes Forestiers,BEF,INRA Champenoux-54280-Champenoux,48.744439,6.348987,10-Sciences agronomiques et écologiques,
FairCarboN,Drought for C,BEF,Labo,,,,,Biogéochimie des Ecosystèmes Forestiers,BEF,INRA Champenoux-54280-Champenoux,48.744439,6.348987,10-Sciences agronomiques et écologiques,
FairCarboN,SLAM-B,BEF,Labo,,,,,Biogéochimie des Ecosystèmes Forestiers,BEF,INRA Champenoux-54280-Champenoux,48.744439,6.348987,10-Sciences agronomiques et écologiques,
FairCarboN,RhizoSeqC,BEF,Labo,,,,,Biogéochimie des Ecosystèmes Forestiers,BEF,INRA Champenoux-54280-Champenoux,48.744439,6.348987,10-Sciences agronomiques et écologiques,
FairCarboN,SLAM-B,BETA,Labo,,,,,Bureau d'Économie Théorique et Appliquée,BETA,"13 place Carnot CO 70026, 54035 Nancy",48.6968381,6.1749763,,
FairCarboN,GREENSCALE,BIAM,Labo,,,,,Institut de Biosciences et Biotechnologies d'Aix-Marseille (ex-IBEB),BIAM,"CEA Cadarache, Zone Cité des Énergies BIAM, Bâtiment 1900, 13108 Saint-Paul-lez-Durance",43.6997348622178,5.74073707666759,,
FairCarboN,RhizoSeqC,BIAM,Labo,,,,,Institut de Biosciences et Biotechnologies d'Aix-Marseille (ex-IBEB),BIAM,"CEA Cadarache, Zone Cité des Énergies BIAM, Bâtiment 1900, 13108 Saint-Paul-lez-Durance",43.6997348622178,5.74073707666759,,
FairCarboN,CO2_CMPhi,BIAM,Labo,,,,,Institut de Biosciences et Biotechnologies d'Aix-Marseille (ex-IBEB),BIAM,"CEA Cadarache, Zone Cité des Énergies BIAM, Bâtiment 1900, 13108 Saint-Paul-lez-Durance",43.6997348622178,5.74073707666759,,
FairCarboN,ALAMOD,BioEcoAgro,Labo,,,,,BioEcoAgro - Unité transfrontalière INRAE,BioEcoAgro,INRAE - LAON - Pôle du Griffon - 180 RUE Pierre-Gilles de Gennes - 02000 BARENTON BUGNY,49.6100251,3.6639052,10-Sciences agronomiques et écologiques                                                                8-Sciences pour l'ingénieur,"LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling"
FairCarboN,CANETE,BioEcoAgro,Labo,,,,,BioEcoAgro - Unité transfrontalière INRAE,BioEcoAgro,INRAE - LAON - Pôle du Griffon - 180 RUE Pierre-Gilles de Gennes - 02000 BARENTON BUGNY,49.6100251,3.6639052,10-Sciences agronomiques et écologiques                                                                8-Sciences pour l'ingénieur,"LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling"
FairCarboN,CrosyeN,BioEcoAgro,Labo,,,,,BioEcoAgro - Unité transfrontalière INRAE,BioEcoAgro,INRAE - LAON - Pôle du Griffon - 180 RUE Pierre-Gilles de Gennes - 02000 BARENTON BUGNY,49.6100251,3.6639052,10-Sciences agronomiques et écologiques                                                                8-Sciences pour l'ingénieur,"LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling"
FairCarboN,ALAMOD,BIOGECO,Labo,,,,,"Biodiversité, Gènes et Communautés",BIOGECO,69  route d'Arcachon-33612-Cestas,44.736162,-0.773948,"3-Sciences de la terre et de l'univers, espace                                                        5-Biologie, médecine et santé                                                                         10-Sciences agronomiques et écologiques","LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
FairCarboN,SLAM-B,BioWooEB,Labo,,,,,"Biomasse, bois, énergie, bio-produits",BioWooEB,"73 Rue Jean-François Breton 34398 Montpellier Cedex 5,",-20.9064814,55.4965635,8-Sciences pour l'ingénieur                                                                           10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,CO2_CMPhi,BIP,Labo,,,,,Bioénergétique et Ingénierie des Protéines,BIP,"31, chemin Joseph Aiguier, 13402 Marseille cedex 9",43.25694,5.40709,,
FairCarboN,CarboNium,BOREA,Labo,,,,,Laboratoire de Biologie des Organismes et des Ecosystèmes Aquatiques,BOREA,"43 rue Cuvier, CP 26 - 75231 Paris Cedex 05, France",48.8449556,2.3574309,,
FairCarboN,TROPECOS,BOREA,Labo,,,,,Laboratoire de Biologie des Organismes et des Ecosystèmes Aquatiques,BOREA,"43 rue Cuvier, CP 26 - 75231 Paris Cedex 05, France",48.8449556,2.3574309,,
FairCarboN,CarboNium,CARRTEL,Labo,,,,,Centre Alpin de Recherche sur les Réseaux Trophiques des Ecosystèmes Limniques,CARRTEL,75 avenue de Corzent - 74203 THONON LES BAINS cedex,46.3671765,6.4564939,10-Sciences agronomiques et écologiques,
FairCarboN,DEEP-C,CARRTEL,Labo,,,,,Centre Alpin de Recherche sur les Réseaux Trophiques des Ecosystèmes Limniques,CARRTEL,75 avenue de Corzent - 74203 THONON LES BAINS cedex,46.3671765,6.4564939,10-Sciences agronomiques et écologiques,
FairCarboN,SLAM-B,CEDETE,Labo,,,,,Centre d'Etudes pour le Développement des Territoires et l'Environnement,CEDETE,"Universite d'Orleans UFR Lettres, Langue set Sciences Humaines 10 rue de Tours BP 46527-45065-ORLEANS CEDEX 2",47.8507111,1.9338214,6-Sciences humaines et humanités                                                                      ,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies"
FairCarboN,CLIM-FAS,CEE-M,Labo,,,,,Centre d'Economie de l'Environnement - Montpellier,CEE-M,INRAE - Institut Agro bâtiment 26 2 place viala 34060 Montpellier Cedex 2,43.617144,3.8547696,10 : Sciences agronomiques et écologiques ; 7 : Sciences de la société ; 6 : Sciences humaines et humanités,"SH1 : Individuals, Markets and Organisations : Economics, finance, management ;  SH2 : Institutions, Governance and Legal Systems : Political science, international relations, law ; SH3 : The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies"
FairCarboN,Drought for C,CEFE,Labo,,,,,Centre d'Ecologie Fonctionnelle et Evolutive,CEFE,1919 Route de Mende 34293 Montpellier cedex 5 France,43.6384009,3.8648506,"3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques                                                                6-Sciences humaines et humanités","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
FairCarboN,CarboNium,CEFREM,Labo,,,,,Centre de Formation et de Recherche sur les Environnements Méditerranéens,CEFREM,52 avenue Paul Alduy - 66860 PERPIGNAN Cedex 09 - FRANCE,42.682809,2.901667,10-Sciences agronomiques et écologiques,
FairCarboN,PEACE,CEREEP,Labo,,,,,Centre de recherche en écologie expérimentale et prédictive - Ecotron Ile de France,CEREEP,78 Rue du Chateau 77140 ST PIERRE LES NEMOURS,48.2891528,2.6794922,"1-Mathématiques et leurs interactions                                                                 10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé                                                                         9-Sciences et technologies de l'information et de la communication",
FairCarboN,RhizoSeqC,CEREGE,Labo,,,,,Centre de recherche et d'enseignement des géosciences de l'Environnement,CEREGE,"Technopôle de l’Arbois-Méditerranée
BP80, CEDEX 04
13545 Aix-en-Provence
France",43.4909505,5.3321845,,
FairCarboN,ALAMOD,CESBIO,Labo,,,,,Centre d'études spatiales de la biosphère,CESBIO,18 avenue Edouard Belin 31401 TOULOUSE CEDEX 9,43.5618099,1.4817304,"9-Sciences et technologies de l'information et de la communication                                    3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques",
FairCarboN,RIFT,CESBIO,Labo,,,,,Centre d'études spatiales de la biosphère,CESBIO,18 avenue Edouard Belin 31401 TOULOUSE CEDEX 9,43.5618099,1.4817304,"9-Sciences et technologies de l'information et de la communication                                    3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques",
FairCarboN,CarboNium,LCE,Labo,,,,,Laboratoire Chrono-environnement,LCE,"16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192,,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history"
FairCarboN,DEEP-C,LCE,Labo,,,,,Laboratoire Chrono-environnement,LCE,"16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192,,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history"
FairCarboN,PREFALIM,CMH,Labo,,,,,Centre Maurice Halbwachs,CMH,"48 boulevard Jourdan
75014 PARIS ",48.8222725,2.3308584,,
FairCarboN,PEACE,CNRM,Labo,,,,,Centre national de recherches météorologiques,CNRM,Avenue Gaspard Coriolis 31057 TOULOUSE,43.5775774,1.3753268,"3-Sciences de la terre et de l'univers, espace",
FairCarboN,CarboNium,CRBE,Labo,,,,,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5616165,1.4629966,10-Sciences agronomiques et écologiques,
FairCarboN,CarboNium,CRBE,Labo,,,,,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5616165,1.4629966,10-Sciences agronomiques et écologiques,
FairCarboN,PEACE,CRBE,Labo,,,,,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5619586,1.4699399,10-Sciences agronomiques et écologiques,
FairCarboN,PEACE,CRBE,Labo,,,,,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5616165,1.4629966,10-Sciences agronomiques et écologiques,
FairCarboN,CLIM-FAS,CRJ,Labo,,,,,Centre de recherches juridiques,CRJ,Faculté de droit BP47 38040 Grenoble Cedex 9,45.16667,5.71667,7 : Sciences de la société 1995,"SH2 : Institutions, Governance and Legal Systems : Political science, international relations, law"
FairCarboN,RhizoSeqC,DIADE,Labo,,,,,"Diversité, adpatation et développement des plantes",DIADE,"911 Avenue Agropolis, 34093 Montpellier, France",43.6458883,3.8683797,,
FairCarboN,ALAMOD,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,CANETE,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,CrosyeN,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,Drought for C,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,RIFT,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,RhizoSeqC,Eco&Sols,Labo,,,,,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards"
FairCarboN,RhizoSeqC,ECODIV,Labo,,,,,Laboratoire d'Etude et Compréhension de la Biodiversité,ECODIV,"Mont-Saint-Aignan, Seine-Maritime, France",49.46307,1.09364,,
FairCarboN,ALAMOD,EcoFoG,Labo,,,,,Ecologie des forêts de Guyane,EcoFoG,Campus Agronomique - BP 316-97310-Kourou,45.169554,5.712397,8-Sciences pour l'ingénieur                                                                           4-Chimie                                                                                              10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine"
FairCarboN,ALAMOD,ECOSYS,Labo,,,,,Ecologie fonctionnelle et écotoxicologie des agroécosystèmes,ECOSYS,Campus Agro Paris-Saclay - 22 place de l'Agronomie-91120-PALAISEAU,48.7140958,2.1959595,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling"
